brand,product,url,description,imgSrc,imgAlt,name,specific,colorspace,hex,hue,sat,lightness
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,355N (medium skin with a neutral golden undertone)  selected,https://images.ulta.com/is/image/Ulta/2551437sw?$tn$,355N (medium skin with a neutral golden undertone),NA,355N,RGB,#A06F4A,25.81395349,0.367521368,0.458823529
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,100N (very fair skin with a neutral undertone),https://images.ulta.com/is/image/Ulta/2551414sw?$50px$,100N (very fair skin with a neutral undertone),NA,100N,RGB,#F1E7DB,32.72727273,0.44,0.901960784
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,110C (very fair skin with a cool undertone),https://images.ulta.com/is/image/Ulta/2551412sw?$50px$,110C (very fair skin with a cool undertone),NA,110C,RGB,#F0E7DB,34.28571429,0.411764706,0.9
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,120W (very fair skin with a warm undertone),https://images.ulta.com/is/image/Ulta/2551419sw?$50px$,120W (very fair skin with a warm undertone),NA,120W,RGB,#EFD0AE,31.38461538,0.670103093,0.809803922
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,130N (very fair skin with a neutral pink undertone),https://images.ulta.com/is/image/Ulta/2551416sw?$50px$,130N (very fair skin with a neutral pink undertone),NA,130N,RGB,#D5C1AA,32.09302326,0.338582677,0.750980392
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,140N (fair skin with a neutral peach undertone),https://images.ulta.com/is/image/Ulta/2551415sw?$50px$,140N (fair skin with a neutral peach undertone),NA,140N,RGB,#DBC2A9,30,0.409836066,0.760784314
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,150W (fair skin with a warm beige undertone),https://images.ulta.com/is/image/Ulta/2551418sw?$50px$,150W (fair skin with a warm beige undertone),NA,150W,RGB,#EFCDA8,31.26760563,0.689320388,0.798039216
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,160C (fair skin with a cool golden undertone),https://images.ulta.com/is/image/Ulta/2551417sw?$50px$,160C (fair skin with a cool golden undertone),NA,160C,RGB,#DEC5A7,32.72727273,0.454545455,0.762745098
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,200W (light skin with a warm undertone),https://images.ulta.com/is/image/Ulta/2551420sw?$50px$,200W (light skin with a warm undertone),NA,200W,RGB,#EDCAA1,32.36842105,0.678571429,0.780392157
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,210N (light skin with a neutral golden undertone),https://images.ulta.com/is/image/Ulta/2551423sw?$50px$,210N (light skin with a neutral golden undertone),NA,210N,RGB,#E8C9AA,30,0.574074074,0.788235294
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,220N (light skin with a neutral peach undertone),https://images.ulta.com/is/image/Ulta/2551421sw?$50px$,220N (light skin with a neutral peach undertone),NA,220N,RGB,#D5B596,29.52380952,0.428571429,0.711764706
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,230N (light skin with a pink undertone),https://images.ulta.com/is/image/Ulta/2551422sw?$50px$,230N (light skin with a pink undertone),NA,230N,RGB,#D5AC87,28.46153846,0.481481481,0.682352941
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,240N (light skin with a neutral warm undertone),https://images.ulta.com/is/image/Ulta/2551424sw?$50px$,240N (light skin with a neutral warm undertone),NA,240N,RGB,#DCB087,28.94117647,0.548387097,0.696078431
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,250C (light skin with a cool golden undertone),https://images.ulta.com/is/image/Ulta/2551428sw?$50px$,250C (light skin with a cool golden undertone),NA,250C,RGB,#D5B187,32.30769231,0.481481481,0.682352941
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,260N (light skin with a neutral undertone),https://images.ulta.com/is/image/Ulta/2551429sw?$50px$,260N (light skin with a neutral undertone),NA,260N,RGB,#D9AD7E,30.98901099,0.54491018,0.67254902
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,270C (light to medium skin with a cool golden undertone),https://images.ulta.com/is/image/Ulta/2551432sw?$50px$,270C (light to medium skin with a cool golden undertone),NA,270C,RGB,#D4AF7D,34.48275862,0.502890173,0.660784314
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,300C (light to medium skin with a cool golden undertone),https://images.ulta.com/is/image/Ulta/2551438sw?$50px$,300C (light to medium skin with a cool golden undertone),NA,300C,RGB,#D1AA79,33.40909091,0.488888889,0.647058824
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,305N (medium skin with a neutral olive undertone),https://images.ulta.com/is/image/Ulta/2551427sw?$50px$,305N (medium skin with a neutral olive undertone),NA,305N,RGB,#D4AB80,30.71428571,0.494117647,0.666666667
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,310C (medium skin with a cool olive undertone),https://images.ulta.com/is/image/Ulta/2551597sw?$50px$,310C (medium skin with a cool olive undertone),NA,310C,RGB,#CB9F6D,31.91489362,0.474747475,0.611764706
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,315N (medium skin with a neutral beige undertone),https://images.ulta.com/is/image/Ulta/2551435sw?$50px$,315N (medium skin with a neutral beige undertone),NA,315N,RGB,#B99371,28.33333333,0.339622642,0.584313725
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,320N (medium skin with a neutral pink undertone),https://images.ulta.com/is/image/Ulta/2551425sw?$50px$,320N (medium skin with a neutral pink undertone),NA,320N,RGB,#B88C6A,26.15384615,0.354545455,0.568627451
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,290C (light to medium skin with a warm golden undertone),https://images.ulta.com/is/image/Ulta/2551434sw?$50px$,290C (light to medium skin with a warm golden undertone),NA,290C,RGB,#D2AA72,35,0.516129032,0.635294118
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,330W (medium skin with a warm yellow undertone),https://images.ulta.com/is/image/Ulta/2551433sw?$50px$,330W (medium skin with a warm yellow undertone),NA,330W,RGB,#B4845F,26.11764706,0.361702128,0.539215686
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,332C (medium skin with a cool golden undertone),https://images.ulta.com/is/image/Ulta/2551453sw?$50px$,332C (medium skin with a cool golden undertone),NA,332C,RGB,#BA915E,33.26086957,0.4,0.549019608
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,335W (medium skin with a warm peach undertone),https://images.ulta.com/is/image/Ulta/2551431sw?$50px$,335W (medium skin with a warm peach undertone),NA,335W,RGB,#B2815C,25.81395349,0.358333333,0.529411765
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,340C (medium skin with a cool peach undertone),https://images.ulta.com/is/image/Ulta/2551426sw?$50px$,340C (medium skin with a cool peach undertone),NA,340C,RGB,#986F50,25.83333333,0.310344828,0.454901961
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,345C (medium skin with a cool golden peach undertone),https://images.ulta.com/is/image/Ulta/2551430sw?$50px$,345C (medium skin with a cool golden peach undertone),NA,345C,RGB,#AF7E57,26.59090909,0.35483871,0.51372549
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,350C (medium skin with a golden undertone),https://images.ulta.com/is/image/Ulta/2551436sw?$50px$,350C (medium skin with a golden undertone),NA,350C,RGB,#A17153,23.07692308,0.319672131,0.478431373
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,360C (medium skin with a deep golden undertone),https://images.ulta.com/is/image/Ulta/2551439sw?$50px$,360C (medium skin with a deep golden undertone),NA,360C,RGB,#A16E46,26.37362637,0.393939394,0.452941176
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,365C (medium to tan skin with a cool olive undertone),https://images.ulta.com/is/image/Ulta/2551440sw?$50px$,365C (medium to tan skin with a cool olive undertone),NA,365C,RGB,#9B6B43,27.27272727,0.396396396,0.435294118
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,370W (medium to tan skin with a warm undertone),https://images.ulta.com/is/image/Ulta/2551441sw?$50px$,370W (medium to tan skin with a warm undertone),NA,370W,RGB,#936038,26.37362637,0.448275862,0.398039216
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,400N (tan skin with a neutral peach undertone),https://images.ulta.com/is/image/Ulta/2551443sw?$50px$,400N (tan skin with a neutral peach undertone),NA,400N,RGB,#8E5A31,26.4516129,0.486910995,0.374509804
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,410C (tan skin with a golden undertone),https://images.ulta.com/is/image/Ulta/2551442sw?$50px$,410C (tan skin with a golden undertone),NA,410C,RGB,#86562B,28.35164835,0.514124294,0.347058824
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,420C (tan skin with a cool undertone),https://images.ulta.com/is/image/Ulta/2551447sw?$50px$,420C (tan skin with a cool undertone),NA,420C,RGB,#7F5430,27.34177215,0.451428571,0.343137255
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,430W (tan skin with a warm undertone),https://images.ulta.com/is/image/Ulta/2551451sw?$50px$,430W (tan skin with a warm undertone),NA,430W,RGB,#8B562E,25.80645161,0.502702703,0.362745098
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,440C (tan skin with a cool golden undertone),https://images.ulta.com/is/image/Ulta/2551450sw?$50px$,440C (tan skin with a cool golden undertone),NA,440C,RGB,#7A4F2B,27.34177215,0.478787879,0.323529412
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,450C (tan skin with a deep golden undertone),https://images.ulta.com/is/image/Ulta/2551452sw?$50px$,450C (tan skin with a deep golden undertone),NA,450C,RGB,#724C28,29.18918919,0.480519481,0.301960784
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,470C (tan skin with a cool deep golden undertone),https://images.ulta.com/is/image/Ulta/2551454sw?$50px$,470C (tan skin with a cool deep golden undertone),NA,470C,RGB,#6D4120,25.71428571,0.546099291,0.276470588
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,480C (tan skin with an olive undertone),https://images.ulta.com/is/image/Ulta/2551444sw?$50px$,480C (tan skin with an olive undertone),NA,480C,RGB,#683F21,25.35211268,0.518248175,0.268627451
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,490W (tan skin with a red undertone),https://images.ulta.com/is/image/Ulta/2551445sw?$50px$,490W (tan skin with a red undertone),NA,490W,RGB,#673C1F,24.16666667,0.537313433,0.262745098
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,500C (deep skin with a cool pink undertone),https://images.ulta.com/is/image/Ulta/2551446sw?$50px$,500C (deep skin with a cool pink undertone),NA,500C,RGB,#613920,23.07692308,0.503875969,0.252941176
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,510W (deep skin with a warm undertone),https://images.ulta.com/is/image/Ulta/2551448sw?$50px$,510W (deep skin with a warm undertone),NA,510W,RGB,#533020,18.82352941,0.443478261,0.225490196
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,520W (deep skin with a red olive undertone),https://images.ulta.com/is/image/Ulta/2551449sw?$50px$,520W (deep skin with a red olive undertone),NA,520W,RGB,#4F2E1E,19.59183673,0.449541284,0.21372549
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,530N (deep skin with a neutral pink undertone),https://images.ulta.com/is/image/Ulta/2551455sw?$50px$,530N (deep skin with a neutral pink undertone),NA,530N,RGB,#5E331F,19.04761905,0.504,0.245098039
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,540W (deep skin with a warm red undertone),https://images.ulta.com/is/image/Ulta/2551457sw?$50px$,540W (deep skin with a warm red undertone),NA,540W,RGB,#552E21,15,0.440677966,0.231372549
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,550W (deep skin with a neutral undertone),https://images.ulta.com/is/image/Ulta/2551456sw?$50px$,550W (deep skin with a neutral undertone),NA,550W,RGB,#4E2F22,17.72727273,0.392857143,0.219607843
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,560W (deep skin with a warm beige undertone),https://images.ulta.com/is/image/Ulta/2551458sw?$50px$,560W (deep skin with a warm beige undertone),NA,560W,RGB,#4A2D23,15.38461538,0.357798165,0.21372549
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,570N (deep skin with a neutral red undertone),https://images.ulta.com/is/image/Ulta/2551460sw?$50px$,570N (deep skin with a neutral red undertone),NA,570N,RGB,#452A21,15,0.352941176,0.2
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,580W (very deep skin with a warm red undertone),https://images.ulta.com/is/image/Ulta/2551461sw?$50px$,580W (very deep skin with a warm red undertone),NA,580W,RGB,#422922,13.125,0.32,0.196078431
Anastasia Beverly Hills,Luminous Foundation,https://www.ulta.com/luminous-foundation?productId=pimprod2008586,590C (very deep skin with a cool undertone),https://images.ulta.com/is/image/Ulta/2551459sw?$50px$,590C (very deep skin with a cool undertone),NA,590C,RGB,#3E2822,12.85714286,0.291666667,0.188235294
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,"Shell 1W1 (very fair beige w/ golden, warm undertones)  selected",https://images.ulta.com/is/image/Ulta/2528173sw?$tn$,"Shell 1W1 (very fair beige w/ golden, warm undertones)",Shell,1W1,RGB,#EFCBA4,31.2,0.700934579,0.790196078
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Linen 1N1 (very fair beige w/ neutral undertones) OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2529033sw?$50px$,Linen 1N1 (very fair beige w/ neutral undertones),Linen,1N1,RGB,#F3CEB0,26.86567164,0.736263736,0.821568627
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,"Alabaster 1C1 (very fair beige w/ rosy, cool undertones)",https://images.ulta.com/is/image/Ulta/2549910sw?$50px$,"Alabaster 1C1 (very fair beige w/ rosy, cool undertones)",Alabaster,1C1,RGB,#F2CBB4,22.25806452,0.704545455,0.82745098
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,"Porcelain 1N2 (fair beige w/ peachy, neutral undertones) OUT OF STOCK",https://images.ulta.com/is/image/Ulta/2528170sw?$50px$,"Porcelain 1N2 (fair beige w/ peachy, neutral undertones)",Porcelain,1N2,RGB,#F6C8A7,25.06329114,0.81443299,0.809803922
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,"Ivory 1C2 (fair beige w/ rosy, cool undertones)",https://images.ulta.com/is/image/Ulta/2529037sw?$50px$,"Ivory 1C2 (fair beige w/ rosy, cool undertones)",Ivory,1C2,RGB,#F0C4AB,21.73913043,0.696969697,0.805882353
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,"Sand 1W2 (fair beige w/ golden, warm undertones)",https://images.ulta.com/is/image/Ulta/2528172sw?$50px$,"Sand 1W2 (fair beige w/ golden, warm undertones)",Sand,1W2,RGB,#F2C79D,29.64705882,0.765765766,0.782352941
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Cashmere 1N3 (fair to light beige w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2529036sw?$50px$,Cashmere 1N3 (fair to light beige w/ neutral undertones),Cashmere,1N3,RGB,#DFB38A,28.94117647,0.570469799,0.707843137
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,"Vanilla 2W1 (light beige w/ golden, warm undertones)",https://images.ulta.com/is/image/Ulta/2529034sw?$50px$,"Vanilla 2W1 (light beige w/ golden, warm undertones)",Vanilla,2W1,RGB,#EEC29C,27.80487805,0.706896552,0.77254902
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,"Bisque 2C1 (light beige w/ rosy, cool undertones)",https://images.ulta.com/is/image/Ulta/2549902sw?$50px$,"Bisque 2C1 (light beige w/ rosy, cool undertones)",Bisque,2C1,RGB,#EAB498,20.48780488,0.661290323,0.756862745
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Cashew 2N1 (light beige w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2549903sw?$50px$,Cashew 2N1 (light beige w/ neutral undertones),Cashew,2N1,RGB,#DDAD8C,24.44444444,0.543624161,0.707843137
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,"Teak 2C2 (light to medium beige w/ peachy, cool undertones)",https://images.ulta.com/is/image/Ulta/2549913sw?$50px$,"Teak 2C2 (light to medium beige w/ peachy, cool undertones)",Teak,2C2,RGB,#E5AE8F,21.62790698,0.623188406,0.729411765
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Desert 2N2 (light to medium beige w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2549907sw?$50px$,Desert 2N2 (light to medium beige w/ neutral undertones),Desert,2N2,RGB,#E0AE8C,24.28571429,0.575342466,0.71372549
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,"Buff 2W2 (light to medium beige w/ golden, warm undertones) OUT OF STOCK",https://images.ulta.com/is/image/Ulta/2528175sw?$50px$,"Buff 2W2 (light to medium beige w/ golden, warm undertones)",Buff,2W2,RGB,#E1B186,28.35164835,0.602649007,0.703921569
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,"Buttercup 3W1 (medium beige w/ golden, warm undertones)",https://images.ulta.com/is/image/Ulta/2529035sw?$50px$,"Buttercup 3W1 (medium beige w/ golden, warm undertones)",Buttercup,3W1,RGB,#E2AD7F,27.87878788,0.630573248,0.692156863
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Camel 3N1 (medium pinky beige w/ neutral undertones) OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2549922sw?$50px$,Camel 3N1 (medium pinky beige w/ neutral undertones),Camel,3N1,RGB,#D59C79,22.82608696,0.522727273,0.654901961
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Noisette 3N2 (medium peachy beige w/ neutral undertones) OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2528177sw?$50px$,Noisette 3N2 (medium peachy beige w/ neutral undertones),Noisette,3N2,RGB,#D49971,24.24242424,0.535135135,0.637254902
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,"Pebble 3C1 (medium beige w/ rosy, cool undertones)",https://images.ulta.com/is/image/Ulta/2549915sw?$50px$,"Pebble 3C1 (medium beige w/ rosy, cool undertones)",Pebble,3C1,RGB,#D8A284,21.42857143,0.518518519,0.682352941
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Driftwood 3W2 (medium olive w/ warm undertones),https://images.ulta.com/is/image/Ulta/2529029sw?$50px$,Driftwood 3W2 (medium olive w/ warm undertones),Driftwood,3W2,RGB,#DBA679,27.55102041,0.576470588,0.666666667
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,"Cassava 3C2 (medium tawny beige w/ rosy, cool undertones)",https://images.ulta.com/is/image/Ulta/2549916sw?$50px$,"Cassava 3C2 (medium tawny beige w/ rosy, cool undertones)",Cassava,3C2,RGB,#D29B7B,22.06896552,0.491525424,0.652941176
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Khaki 3N3 (medium to tan beige w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2549920sw?$50px$,Khaki 3N3 (medium to tan beige w/ neutral undertones),Khaki,3N3,RGB,#CE9770,24.89361702,0.489583333,0.623529412
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Olive 3W3 (medium to tan olive w/ warm undertones),https://images.ulta.com/is/image/Ulta/2528167sw?$50px$,Olive 3W3 (medium to tan olive w/ warm undertones),Olive,3W3,RGB,#CC9A70,27.39130435,0.474226804,0.619607843
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,"Hazel 4W1 (tan caramel w/ golden, warm undertones)",https://images.ulta.com/is/image/Ulta/2549909sw?$50px$,"Hazel 4W1 (tan caramel w/ golden, warm undertones)",Hazel,4W1,RGB,#C38353,25.71428571,0.482758621,0.545098039
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,"Fawn 4C1 (tan bronze w/ rosy, cool undertones)",https://images.ulta.com/is/image/Ulta/2528171sw?$50px$,"Fawn 4C1 (tan bronze w/ rosy, cool undertones)",Fawn,4C1,RGB,#AD6D4B,20.81632653,0.39516129,0.48627451
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,"Bamboo 4W2 (very tan w/ golden, warm undertones) OUT OF STOCK",https://images.ulta.com/is/image/Ulta/2528168sw?$50px$,"Bamboo 4W2 (very tan w/ golden, warm undertones)",Bamboo,4W2,RGB,#AA6D46,23.4,0.416666667,0.470588235
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Tan 4N1 (peachy tan w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2528166sw?$50px$,Tan 4N1 (peachy tan w/ neutral undertones),Tan,4N1,RGB,#AA7555,22.58823529,0.333333333,0.5
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Café 4N2 (very golden tan w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2528169sw?$50px$,Café 4N2 (very golden tan w/ neutral undertones),Café,4N2,RGB,#A56949,20.86956522,0.386554622,0.466666667
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Sepia 4C2 (very tan bronze w/ cool undertones),https://images.ulta.com/is/image/Ulta/2549919sw?$50px$,Sepia 4C2 (very tan bronze w/ cool undertones),Sepia,4C2,RGB,#A36446,19.35483871,0.399141631,0.456862745
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Amber 5W1 (dark peach w/ warm undertones),https://images.ulta.com/is/image/Ulta/2528176sw?$50px$,Amber 5W1 (dark peach w/ warm undertones),Amber,5W1,RGB,#A0633F,22.26804124,0.434977578,0.437254902
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Maple 5W2 (very dark auburn w/ warm undertones) OUT OF STOCK,https://images.ulta.com/is/image/Ulta/2528174sw?$50px$,Maple 5W2 (very dark auburn w/ warm undertones),Maple,5W2,RGB,#965837,20.84210526,0.463414634,0.401960784
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Terracotta 5N1 (dark caramel w/ neutral undertones),https://images.ulta.com/is/image/Ulta/2549911sw?$50px$,Terracotta 5N1 (dark caramel w/ neutral undertones),Terracotta,5N1,RGB,#865034,20.48780488,0.440860215,0.364705882
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Cardamom 5W3 (dark to deep bronze w/ warm undertones),https://images.ulta.com/is/image/Ulta/2549905sw?$50px$,Cardamom 5W3 (dark to deep bronze w/ warm undertones),Cardamom,5W3,RGB,#79442C,18.7012987,0.466666667,0.323529412
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,"Coconut 5W4 (dark to deep auburn w/ peachy, warm undertones)",https://images.ulta.com/is/image/Ulta/2549914sw?$50px$,"Coconut 5W4 (dark to deep auburn w/ peachy, warm undertones)",Coconut,5W4,RGB,#754127,20,0.5,0.305882353
BECCA Cosmetics,Ultimate Coverage 24 Hour Foundation,https://www.ulta.com/ultimate-coverage-24-hour-foundation?productId=xlsImpprod18191081,Walnut 5C1 (dark auburn w/ cool undertones),https://images.ulta.com/is/image/Ulta/2529032sw?$50px$,Walnut 5C1 (dark auburn w/ cool undertones),Walnut,5C1,RGB,#6C3923,18.08219178,0.51048951,0.280392157
